,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_sampl__sampling_strategy,param_tfidf__use_idf,param_vect__binary,param_vect__max_df,param_vect__max_features,param_vect__ngram_range,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
31,7.530587911605835,0.11003804206848145,2.9751639366149902,0.250335693359375,auto,False,True,0.8,,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': True, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (1, 2)}",-0.9889904878686172,-1.1410972824277092,-1.0650438851481632,0.07605339727954602,13,-0.6416747470034349,-0.6237629319297584,-0.6327188394665966,0.008955907536838226
32,5.755626678466797,0.1618194580078125,2.6587164402008057,0.36919236183166504,auto,False,True,0.8,,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': True, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (2, 2)}",-1.4887898102205095,-1.59269443435951,-1.5407421222900097,0.05195231206950024,73,-0.8581593431649367,-0.9155226124086429,-0.8868409777867898,0.02868163462185308
33,1.3149828910827637,0.006250858306884766,1.234590768814087,0.00991964340209961,auto,False,True,0.8,10000,"(1, 1)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': True, 'vect__max_df': 0.8, 'vect__max_features': 10000, 'vect__ngram_range': (1, 1)}",-1.0275823289648665,-1.2072578798910798,-1.117420104427973,0.08983777546310667,23,-0.6751750826004839,-0.6619359277776039,-0.6685555051890439,0.006619577411439981
34,6.780954122543335,0.14992928504943848,2.0996129512786865,0.1053164005279541,auto,False,True,0.8,10000,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': True, 'vect__max_df': 0.8, 'vect__max_features': 10000, 'vect__ngram_range': (1, 2)}",-1.0086149397364346,-1.1537391997230517,-1.0811770697297431,0.07256212999330858,17,-0.660337929825665,-0.6274682184788533,-0.6439030741522591,0.016434855673405857
35,5.36772096157074,0.1590191125869751,1.3177610635757446,0.06988823413848877,auto,False,True,0.8,10000,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': True, 'vect__max_df': 0.8, 'vect__max_features': 10000, 'vect__ngram_range': (2, 2)}",-1.4437904507908557,-1.5136230396865198,-1.4787067452386877,0.034916294447832064,65,-0.8759681642132151,-0.8614737174531782,-0.8687209408331966,0.0072472233800184305
36,2.6134235858917236,0.03262591361999512,1.2324777841567993,0.16539180278778076,auto,False,False,1.0,,"(1, 1)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (1, 1)}",-1.0880433051690408,-1.1976276124231338,-1.1428354587960874,0.05479215362704649,29,-0.6999225085123715,-0.7007904034292602,-0.7003564559708159,0.00043394745844438365
37,7.364605784416199,0.31754958629608154,2.864822268486023,0.05485689640045166,auto,False,False,1.0,,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (1, 2)}",-1.0262948964385359,-1.1146608753262848,-1.0704778858824102,0.04418298944387444,15,-0.6394054813454854,-0.630539126511034,-0.6349723039282598,0.004433177417225653
38,5.122008562088013,0.54878830909729,2.2884521484375,0.15410375595092773,auto,False,False,1.0,,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (2, 2)}",-1.5022539117315796,-1.5853523133784715,-1.5438031125550253,0.04154920082344593,75,-0.8578324717543546,-0.9151621787095972,-0.8864973252319759,0.028664853477621266
39,1.1269680261611938,0.03686678409576416,1.1460843086242676,0.06955337524414062,auto,False,False,1.0,10000,"(1, 1)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (1, 1)}",-1.103184022682811,-1.2150143325470493,-1.15909917761493,0.05591515493211918,31,-0.7145311242346082,-0.7159789922833937,-0.7152550582590009,0.0007239340243927472
40,6.17730438709259,0.03144538402557373,1.9789364337921143,0.04184293746948242,auto,False,False,1.0,10000,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (1, 2)}",-1.0726732581589205,-1.1572467940754447,-1.1149600261171826,0.04228676795826214,21,-0.6772102652963838,-0.6724763830585581,-0.674843324177471,0.002366941118912891
41,5.215169787406921,0.20471346378326416,1.3287781476974487,0.0009821653366088867,auto,False,False,1.0,10000,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (2, 2)}",-1.4831058644222421,-1.5096092673696682,-1.4963575658959554,0.013251701473713018,69,-0.8856979598713967,-0.8615410514855533,-0.873619505678475,0.012078454192921695
42,2.764466404914856,0.18620789051055908,1.127342700958252,0.013962745666503906,auto,False,False,0.8,,"(1, 1)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (1, 1)}",-1.0880433051690408,-1.1976276124231338,-1.1428354587960874,0.05479215362704649,29,-0.6999225085123715,-0.7007904034292602,-0.7003564559708159,0.00043394745844438365
43,6.7582783699035645,0.6351745128631592,4.270267724990845,0.3991990089416504,auto,False,False,0.8,,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (1, 2)}",-1.0262948964385359,-1.1146608753262848,-1.0704778858824102,0.04418298944387444,15,-0.6394054813454854,-0.630539126511034,-0.6349723039282598,0.004433177417225653
44,4.805508732795715,0.2276369333267212,3.627440929412842,0.2048342227935791,auto,False,False,0.8,,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (2, 2)}",-1.5022539117315796,-1.5853523133784715,-1.5438031125550253,0.04154920082344593,75,-0.8578324717543546,-0.9151621787095972,-0.8864973252319759,0.028664853477621266
45,1.3110004663467407,0.15284717082977295,1.0252537727355957,0.013774394989013672,auto,False,False,0.8,10000,"(1, 1)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': 10000, 'vect__ngram_range': (1, 1)}",-1.103184022682811,-1.2150143325470493,-1.15909917761493,0.05591515493211918,31,-0.7145311242346082,-0.7159789922833937,-0.7152550582590009,0.0007239340243927472
